state,times
1101010110,2.2476876602488e-13
1101010111,1.6415673063285564e-15
1101011000,1.2898241674846042e-10
1101011001,3.715947529148669e-15
1101011010,2.0610121654795115e-13
1101011011,1.5052314645986388e-15
1101011100,2.5579880781112977e-10
1101011101,7.369492461120977e-15
1101011110,6.314875620131935e-10
1101011111,4.611981257392497e-12
1101100000,2.8644189455980805e-07
1101100001,8.252311262006861e-12
1101100010,4.5770597595645594e-10
1101100011,3.3427917024652526e-12
1101100100,9.348722997942911e-11
1101100101,2.6933410770748295e-15
1101100110,2.307908447433652e-10
1101100111,1.6855487176039482e-12
1101101000,1.019548048939904e-10
1101101001,2.937289553734311e-15
1101101010,1.629137509691704e-13
1101101011,1.1898178384479801e-15
1101101100,2.0219746380903809e-10
1101101101,5.825252658326319e-15
1101101110,4.991625432449133e-10
1101101111,3.6455639545752676e-12
1101110000,1.9072739013381212e-07
1101110001,5.494803028003992e-12
1101110010,3.047636114018122e-10
1101110011,2.2257984927516938e-12
1101110100,6.22484899152663e-11
1101110101,1.7933616699473937e-15
1101110110,1.5367212799763495e-10
1101110111,1.1223229351489676e-12
1101111000,8.818397149459682e-08
1101111001,2.5405556760881134e-12
1101111010,1.4090931355791326e-10
1101111011,1.0291115014986803e-12
1101111100,1.7488705317376354e-07
1101111101,5.038447328743323e-12
1101111110,4.317416479826393e-07
1101111111,3.1531648575686126e-09
1110000000,0.0007234718706377402
1110000001,2.0843023242057268e-08
1110000010,1.1560368958464262e-06
1110000011,8.442954093190084e-09
1110000100,2.3612251712654458e-07
1110000101,6.802624002648958e-12
1110000110,5.829129304885388e-07
1110000111,4.257223216771301e-09
1110001000,2.5750923596743605e-07
1110001001,7.418769420271214e-12
1110001010,4.114744330517865e-10
1110001011,3.005146082499397e-12
1110001100,5.106940714972402e-07
1110001101,1.4712954067467458e-11
1110001110,1.2607445550821362e-06
1110001111,9.20767186587433e-09
1110010000,8.364494382256365e-07
1110010001,2.409787552123416e-11
1110010010,1.3365639375121403e-09
1110010011,9.761408141533468e-12
1110010100,2.7299547476368566e-10
1110010101,7.86492364998265e-15
1110010110,6.739407750736718e-10
1110010111,4.922032372772861e-12
1110011000,3.8673749672457073e-07
1110011001,1.1141799646888408e-11
1110011010,6.179684841468499e-10
1110011011,4.513246559375585e-12
1110011100,7.669804388216101e-07
1110011101,2.209649298247114e-11
1110011110,1.8934357496336776e-06
1110011111,1.3828443685490973e-08
1110100000,1.0581872050308235e-06
1110100001,3.048607887057567e-11
1110100010,1.6908790809653693e-09
1110100011,1.2349099331534264e-11
1110100100,3.4536495001903504e-10
1110100101,9.949868090784599e-15
1110100110,8.52598462668987e-10
1110100111,6.226833854613385e-12
1110101000,3.766462660639473e-10
1110101001,1.0851074100068012e-14
1110101010,6.018436900233492e-13
1110101011,4.395481376416458e-15
1110101100,7.469674414115159e-10
1110101101,2.1519924096946784e-14
1110101110,1.8440298941051876e-09
1110101111,1.3467614916391519e-11
1110110000,7.045941523277478e-07
1110110001,2.0299161431444855e-11
1110110010,1.1258721586099812e-09
1110110011,8.222650145595073e-12
1110110100,2.2996131785139922e-10
1110110101,6.625121566268673e-15
1110110110,5.677028490083634e-10
1110110111,4.146138509914455e-12
1110111000,3.2577340150534916e-07
1110111001,9.385441030671401e-12
1110111010,5.205538558031245e-10
1110111011,3.801792419748797e-12
1110111100,6.460760297596106e-07
1110111101,1.8613270606561677e-11
1110111110,1.5949604315955231e-06
1110111111,1.1648570865513763e-08
1111000000,0.0015115129880399819
1111000001,4.354626851299355e-08
1111000010,2.415249097639409e-06
1111000011,1.7639434630724148e-08
1111000100,4.933187673086118e-07
1111000101,1.4212376389551448e-11
1111000110,1.2178503423404726e-06
1111000111,8.894399970883266e-09
1111001000,5.380009513872702e-07
1111001001,1.5499657677262606e-11
1111001010,8.596726079424703e-10
1111001011,6.278498887111203e-12
1111001100,1.0669671528523284e-06
1111001101,3.0739026723747004e-11
1111001110,2.6340094852997164e-06
1111001111,1.923712058439964e-08
1111010000,1.7475512746643663e-06
1111010001,5.034646585831764e-11
1111010010,2.7924150653081008e-09
1111010011,2.0394013625548388e-11
1111010100,5.703555625704054e-10
1111010101,1.6431785020767145e-14
1111010110,1.4080301889216917e-09
1111010111,1.0283351932454982e-11
1111011000,8.079909848408768e-07
1111011001,2.3277995399552737e-11
1111011010,1.2910901278911695e-09
1111011011,9.429296520830207e-12
1111011100,1.6024132269711402e-06
1111011101,4.616507909795874e-11
1111011110,3.955859023333849e-06
1111011111,2.8891064163384927e-08
1111100000,0.0017943722432835272
1111100001,5.169536493339095e-08
1111100010,2.8672303683209254e-06
1111100011,2.094041674734746e-08
1111100100,5.856367164249623e-07
1111100101,1.6872030810386043e-11
1111100110,1.4457545969239677e-06
1111100111,1.0558866880204796e-08
1111101000,6.386805681909972e-07
1111101001,1.8400209417016776e-11
1111101010,1.0205487337581029e-09
1111101011,7.453435214690233e-12
1111101100,1.2666356549513343e-06
1111101101,3.649142069904808e-11
1111101110,3.126928809984079e-06
1111101111,2.2837088063732757e-08
1111110000,0.0011947831004817035
1111110001,3.442136860221739e-08
1111110010,1.909145887694429e-06
1111110011,1.394318048577924e-08
1111110100,3.8994631934661526e-07
1111110101,1.1234244933575173e-11
1111110110,9.626559741514875e-07
1111110111,7.0306235263756755e-09
1111111000,0.0005524152498557482
1111111001,1.5914929604464987e-08
1111111010,8.827052392493581e-07
1111111011,6.446714494647711e-09
1111111100,0.0010955536877973293
1111111101,3.156259683953232e-08
1111111110,0.00270458073390441
1111111111,1.9752527847272757e-05
